,top,top,generic,generic
,Perc Products,Perc #1 spot,Perc Products,Perc #1 spot
Category,,,,
Unaffiliated,5.8,4.2,3.0,1.5
Amazon brands,5.8,19.5,8.2,24.9
Competing brands,76.9,20.8,73.5,10.8
Sponsored,17.3,59.7,18.2,64.3
Amazon sold,27.1,22.5,26.5,23.3
Third-party sold,55.6,17.9,55.3,12.3
Amazon shipped,76.9,38.5,78.8,34.9
