All Features,without stars_delta,without reviews_delta,without is_amazon,without is_shipped_by_amazon,without is_sold_by_amazon,without is_top_clicked,without random_noise,up_to_product
0.7265408051143741,0.7216012386374987,0.6947307961242634,0.6360703226450903,0.7201827989211866,0.7258365797622616,0.7208920187793427,0.7230196783538108,2
0.7434628975265017,0.7413427561837456,0.7286219081272085,0.6452296819787986,0.7409893992932863,0.741696113074205,0.7406360424028269,0.7409893992932863,3
0.7500011098779134,0.7471742508324084,0.7325715871254163,0.6435133185349612,0.7471742508324084,0.747173140954495,0.747408435072142,0.7471742508324084,4
0.7539841771162326,0.7536305075205603,0.7405466087119672,0.6523527940210763,0.7536305075205603,0.7536305075205603,0.7539835517058069,0.7536305075205603,5
0.7579915134370581,0.7572842998585573,0.7345120226308345,0.6466760961810467,0.7572842998585573,0.7572842998585573,0.7574257425742574,0.7572842998585573,6
0.7598421839233727,0.7593704858101652,0.7383833922261485,0.6524444685201236,0.7594882714403182,0.7592525612818632,0.7593703469120163,0.7594882714403182,7
0.7661992013154805,0.7649860587676562,0.7445652684580895,0.6654249267191632,0.7649859566340862,0.7649859566340862,0.7649859566340862,0.7649859566340862,8
0.7698617403347339,0.7705697049365039,0.7459702823877374,0.671211317418214,0.7704812093612826,0.7704812093612826,0.7704812093612826,0.7704812093612826,9
0.771597167584579,0.7712037765538945,0.7499606608969316,0.6756884343036978,0.7715184893784421,0.7715184893784421,0.7715184893784421,0.7715184893784421,10
0.7718586560874392,0.7716457899587017,0.7467065730008853,0.6793292483381285,0.7717166616808846,0.7716458401511395,0.7717166616808846,0.7717166616808846,11
0.7748344516673645,0.7743189046641011,0.7481453186171875,0.6827844274063292,0.7743833791966608,0.7741256472378979,0.7743833791966608,0.7743833791966608,12
0.7745905808906219,0.7749457506104589,0.74186224123374,0.6875384755518654,0.7748273723816831,0.7747090291864167,0.7748273723816831,0.7748273723816831,13
0.7749730074200369,0.7747540392949617,0.7436071199261892,0.6893642640422865,0.7748087738324548,0.7747540392949617,0.7748087738324548,0.7748087738324548,14
0.7741080530071356,0.7733435270132518,0.748980632008155,0.689908256880734,0.7733435270132517,0.7732925586136595,0.7733435270132517,0.7733435270132517,15
0.7731614135625595,0.7726361031518624,0.7489016236867239,0.6910219675262654,0.7726361031518624,0.7725883476599809,0.7726361031518624,0.7726361031518624,16
0.7746011498943681,0.7745110801039582,0.7484465848656006,0.6910526757313282,0.7745110801039582,0.774286037338538,0.7745110801039582,0.7745110801039582,17
0.7755650319829425,0.7754797441364605,0.7505330490405118,0.6927931769722815,0.7755223880597015,0.7754797441364605,0.7755223880597015,0.7755223880597015,18
0.7739117256134586,0.7735468442976897,0.746177112910697,0.6919280980968245,0.7734251897964731,0.7733036010455613,0.7734251897964731,0.7734251897964731,19
0.7750744770314777,0.7744170911072705,0.7471945066518864,0.6946882517770602,0.774301081826528,0.7740690782127666,0.774301081826528,0.774301081826528,20
0.775855366249848,0.7760771777101068,0.7467280760355914,0.6947235485461896,0.7760771777101068,0.7758924031350883,0.7760771777101068,0.7760771777101068,21
0.7751416430594901,0.7751062322946176,0.7508144475920681,0.6947946175637394,0.775,0.7750354107648725,0.775,0.775,22
0.7753794333441206,0.775651311007026,0.7487329507642718,0.6962927621176707,0.7754474258590538,0.7756173551731713,0.7754474258590538,0.7754474258590538,23
0.7754465092145973,0.7753485020274036,0.7505132352407368,0.6970238590917146,0.7752504628117173,0.7751524556245235,0.7752504628117173,0.7752504628117173,24
0.7756683054514106,0.7757312183046293,0.7532945555620925,0.6953010873266454,0.7756682856425778,0.7756682856425778,0.7756682856425778,0.7756682856425778,25
0.7750146631618808,0.7748325506530935,0.7511897753122658,0.6963176345827655,0.7748325506530935,0.7749235976940646,0.7748325506530935,0.7748325506530935,26
0.7741586861894973,0.7741293606763009,0.7516411196826551,0.695233155454451,0.7741293606763009,0.7739241422652776,0.7741293606763009,0.7741293606763009,27
0.7739916164822211,0.7738497805561925,0.7497647304924311,0.6959229472650986,0.7737930429675399,0.7737079365845613,0.7737930429675399,0.7737930429675399,28
0.7750227300107033,0.7746929237905632,0.7505832940203029,0.695906723745005,0.7746379485294306,0.774665436159997,0.7746104608988643,0.7746379485294306,29
0.7749020656664616,0.7745285402325713,0.7527334147875221,0.6965799488899637,0.7745285402325713,0.774475214023633,0.7745285402325713,0.7745285402325713,30
0.7742805289084781,0.77433238268084,0.7535649468498832,0.6973554576095411,0.7742805289084781,0.7741768213637542,0.7742805289084781,0.7742805289084781,31
0.7759667573719194,0.775840596695608,0.7548191289366061,0.6983954239512052,0.7758910635136751,0.7757901298775409,0.7758910635136751,0.7758910635136751,32
0.7768844796050802,0.7772533925416272,0.751333873796883,0.6996678241520445,0.7772288043931147,0.77717962809609,0.7772288043931147,0.7772288043931147,33
0.7772098769784448,0.7771379000193667,0.7544090337391348,0.6995941928102305,0.7771379000193667,0.7771379000193667,0.7771379000193667,0.7771379000193667,34
0.7782176525187562,0.7781473125422029,0.7567119965071957,0.7008507332029763,0.7782176525187562,0.7780300352579682,0.7782176525187562,0.7782176525187562,35
0.7791877007801744,0.7791877007801744,0.7558513079394218,0.7018127581459386,0.7791188618632401,0.7791647544745295,0.7791188618632401,0.7791188618632401,36
0.7794581091701149,0.7796154630577399,0.758664929149061,0.7031198355543482,0.7795929860966251,0.7795705091355102,0.7795929860966251,0.7795929860966251,37
0.7806777944809011,0.7808542293945682,0.7592215863579307,0.7042705341827448,0.7808542293945682,0.7808542293945682,0.7808542293945682,0.7808542293945682,38
0.7811175450509458,0.7811825223089055,0.7616458297629611,0.7048574322792422,0.781160863222919,0.7809875905350264,0.781160863222919,0.781160863222919,39
