,0
is_top_clicked,0.002352700246523457
is_shipped_by_amazon,0.005901871574347394
random_noise,0.009657925854762354
stars_delta,0.021372160930218775
is_sold_by_amazon,0.05227141304794507
reviews_delta,0.0550335694474449
is_amazon,0.8534103588987582
